order_date,order_type,order_id,sku,seller_type,sale_price,total_taxes,fee,total_amount
2024-07-09 08:42:35,Order,406-4001527-5263538,CAM-4004,Seller,15.99,0.0,-4.08,17.9
2024-07-09 08:43:44,Order,402-4289143-8275540,SHW-5002,Seller,17.99,0.0,-4.44,19.54
2024-07-09 08:52:35,Order,406-6938518-1445901,AUD-3003,Seller,15.99,0.0,-3.79,16.69
2024-07-09 08:52:35,Order,406-6938518-1445901,SMT-1002,Seller,15.99,0.0,-3.8,16.69
2024-07-09 10:07:10,Order,406-3207598-7778747,SMT-1005,Seller,15.99,0.0,-4.08,17.9
2024-07-09 10:07:43,Order,407-7979629-6038746,SMT-1003,Seller,15.99,0.0,-4.08,17.9
2024-07-09 10:56:59,,408-9989388-2246715,LPC-2002,Amazon,-18.99,0.0,5.800000000000001,-16.18
2024-07-09 13:14:35,Order,403-7134023-5107546,SHW-5001,Seller,15.99,0.0,-4.08,17.9
2024-07-09 13:15:10,Order,406-4245284-0084300,CAM-4003,Seller,17.99,0.0,-4.44,19.54
2024-07-09 14:27:15,Order,406-2145310-9408322,LPC-2006,Amazon,15.99,0.0,-9.18,6.81
2024-07-09 17:54:00,Order,403-1955177-0741149,LPC-2006,Amazon,17.99,0.0,-9.56,8.43
2024-07-09 21:25:50,Order,405-7143265-8303545,AUD-3001,Amazon,18.99,0.0,-9.74,9.25
2024-07-09 21:25:50,Order,405-7143265-8303545,CAM-4001,Amazon,18.99,0.0,-5.94,13.05
2024-07-10 06:23:49,Order,405-9672869-1498752,SMT-1002,Seller,15.99,0.0,-4.08,17.9
2024-07-10 06:38:29,Order,171-2381102-4451526,CAM-4002,Seller,17.99,0.0,-4.44,19.54
2024-07-10 11:21:21,Order,171-6670334-7922735,SMT-1005,Amazon,18.99,0.0,-3.52,15.47
2024-07-10 11:29:08,,403-2952063-4753900,CAM-4004,Seller,-17.99,0.0,3.55,-20.43
2024-07-10 19:04:21,Order,403-6112709-9094710,AUD-3003,Amazon,19.68,0.0,-3.65,16.03
2024-07-10 19:16:45,Order,404-7144655-8991506,LPC-2006,Amazon,18.99,0.0,-9.74,9.25
2024-07-11 00:39:38,Order,405-9634796-0501165,LPC-2006,Amazon,18.99,0.0,-5.66,13.33
2024-07-11 02:32:05,Order,403-6085365-6106750,AUD-3003,Amazon,18.99,0.0,-3.52,15.47
2024-07-11 06:49:15,Order,407-7889450-0861133,SHW-5001,Seller,15.99,0.0,-4.08,17.9
2024-07-11 06:55:24,Order,405-8289445-6425915,SMT-1003,Seller,14.99,0.0,-3.89,17.09
2024-07-11 06:57:22,Order,403-8508647-0813912,CAM-4001,Seller,18.99,0.0,-4.64,20.34
2024-07-11 06:59:01,Order,408-7199170-5044334,SMT-1005,Seller,17.99,0.0,-4.44,19.54
2024-07-11 08:51:52,Order,405-6005607-6276364,AUD-3005,Seller,15.99,0.0,-3.79,16.69
2024-07-11 08:51:52,Order,405-6005607-6276364,LPC-2006,Seller,15.99,0.0,-3.8,16.69
2024-07-11 10:06:21,Order,407-6429819-8813904,AUD-3001,Seller,15.99,0.0,-4.08,17.9
2024-07-11 11:20:21,Order,171-0301957-5329132,LPC-2005,Amazon,17.99,0.0,-9.56,8.43
2024-07-11 15:12:13,,405-3073944-7664340,CAM-4003,Seller,-15.99,0.0,3.26,-18.72
2024-07-11 16:04:58,,406-2729243-4650738,LPC-2003,Seller,-16.99,0.0,3.41,-19.57
2024-07-11 17:00:46,Order,407-3716907-6679569,LPC-2002,Amazon,17.99,0.0,-9.56,8.43
2024-07-11 22:52:50,Order,403-8675306-5782715,SMT-1004,Amazon,17.99,0.0,-9.56,8.43
2024-07-12 06:37:51,Order,406-9569173-4233955,SMT-1001,Seller,19.99,0.0,-4.81,21.17
2024-07-12 06:37:55,Order,406-1787252-8825966,CAM-4006,Seller,17.99,0.0,-4.44,19.54
2024-07-12 06:41:18,Order,403-8677113-1087566,SMT-1006,Seller,19.99,0.0,-4.81,21.17
2024-07-12 07:02:52,Order,405-4717366-9697922,AUD-3004,Seller,15.99,0.0,-4.08,17.9
2024-07-12 07:04:30,Order,403-8581276-8378759,AUD-3005,Seller,15.99,0.0,-4.08,17.9
2024-07-12 07:05:28,Order,171-8202704-8339561,AUD-3001,Seller,15.99,0.0,-4.08,17.9
2024-07-12 07:05:48,Order,404-4341379-8960330,SHW-5006,Seller,15.99,0.0,-2.96,13.03
2024-07-12 07:08:19,Order,405-9295662-8044302,AUD-3006,Seller,15.99,0.0,-4.08,17.9
2024-07-12 07:09:44,Order,405-5164894-6117128,SMT-1004,Seller,17.99,0.0,-4.44,19.54
2024-07-12 07:11:05,Order,403-9512732-5001113,LPC-2003,Seller,15.99,0.0,-4.08,17.9
2024-07-12 10:30:54,Order,402-7822599-2294731,SHW-5001,Seller,15.99,0.0,-4.08,17.9
2024-07-12 10:31:31,Order,406-1627476-5970715,LPC-2003,Amazon,17.99,0.0,-9.56,8.43
2024-07-12 11:15:20,Order,403-0411377-5322745,CAM-4005,Amazon,18.99,0.0,-6.88,12.11
2024-07-12 14:47:09,Order,407-0262683-0721156,AUD-3003,Amazon,16.99,0.0,-9.38,7.61
2024-07-12 19:01:08,,407-5315698-4370741,LPC-2001,Seller,-15.99,0.0,3.26,-18.72
2024-07-12 19:13:57,Order,405-8960493-3421910,CAM-4002,Amazon,18.99,0.0,-3.52,15.47
2024-07-12 19:21:13,Order,405-2994668-6195506,LPC-2004,Amazon,17.99,0.0,-9.56,8.43
2024-07-12 23:32:11,Order,402-7324903-3869900,CAM-4005,Amazon,18.99,0.0,-9.74,9.25
2024-07-13 01:35:17,Order,405-1491662-0817137,SHW-5006,Amazon,18.99,0.0,-9.74,9.25
2024-07-13 10:29:44,Order,407-9426769-0192340,AUD-3004,Amazon,16.99,0.0,-9.38,7.61
2024-07-13 11:09:56,Order,407-6373893-5810717,LPC-2001,Amazon,18.99,0.0,-9.74,9.25
2024-07-13 23:20:33,Order,171-4593657-9267518,SMT-1004,Amazon,17.99,0.0,-9.56,8.43
2024-07-15 01:05:34,Order,406-3654995-3249155,SMT-1005,Amazon,16.99,0.0,-9.38,7.61
2024-07-15 05:38:20,Order,408-9974749-5985968,SHW-5004,Amazon,18.99,0.0,-9.74,9.25
2024-07-15 06:22:06,Order,402-7948745-0389947,SMT-1003,Seller,17.75,0.0,-4.41,19.33
2024-07-15 06:22:13,Order,404-0788653-7863519,AUD-3003,Seller,17.99,0.0,-4.44,19.54
2024-07-15 06:26:19,Order,405-6645889-5990738,SMT-1006,Seller,15.99,0.0,-4.08,17.9
2024-07-15 06:30:44,Order,403-1728138-8336369,SHW-5005,Seller,15.99,0.0,-4.08,17.9
2024-07-15 06:30:54,Order,407-8376322-9465158,CAM-4005,Seller,15.99,0.0,-4.08,17.9
2024-07-15 08:02:02,Order,408-1322767-2443555,AUD-3003,Seller,19.99,0.0,-4.81,21.17
2024-07-15 08:49:01,Order,408-7658343-9873930,SMT-1003,Seller,15.99,0.0,-4.08,17.9
2024-07-15 12:13:37,Order,408-5281269-9081141,SHW-5002,Seller,17.99,0.0,-4.44,19.54
2024-07-15 18:30:07,Order,171-3700569-8164320,CAM-4004,Amazon,17.99,0.0,-9.56,8.43
2024-07-15 18:39:04,Order,404-6578695-9765927,SHW-5004,Seller,15.99,0.0,-3.7,16.29
2024-07-15 18:39:04,Order,404-6578695-9765927,LPC-2005,Seller,15.99,0.0,-3.7,16.29
2024-07-15 18:39:04,Order,404-6578695-9765927,CAM-4004,Seller,15.99,0.0,-3.7,16.28
2024-07-16 00:59:28,Order,405-3516882-3963535,LPC-2006,Amazon,18.99,0.0,-9.74,9.25
2024-07-16 12:07:03,Order,404-8497947-8685936,CAM-4005,Seller,17.75,0.0,-4.41,19.33
2024-07-16 12:07:06,Order,405-7254940-6374755,SMT-1003,Seller,17.99,0.0,-4.44,19.54
2024-07-16 13:52:31,Order,404-1849488-4221156,AUD-3006,Amazon,17.99,0.0,-9.56,8.43
2024-07-17 00:38:58,Order,403-6864727-4258750,AUD-3006,Amazon,18.99,0.0,-6.88,12.11
2024-07-17 06:30:26,Order,403-6732702-7616302,LPC-2004,Seller,15.99,0.0,-4.08,17.9
2024-07-17 06:35:03,Order,404-4376932-5556330,SHW-5005,Seller,15.99,0.0,-4.08,17.9
2024-07-17 06:46:58,Order,405-7954979-1037149,LPC-2004,Seller,17.99,0.0,-4.44,19.54
2024-07-17 07:44:45,Order,408-0587948-4659523,SHW-5004,Seller,29.99,0.0,-5.56,24.43
2024-07-17 13:55:18,,403-9227033-2231549,SMT-1006,Seller,-15.99,0.0,3.26,-18.72
2024-07-17 18:16:49,Order,405-7264061-2007531,CAM-4005,Amazon,16.99,0.0,-9.38,7.61
2024-07-17 19:21:37,Order,407-9198782-0047522,CAM-4005,Amazon,18.99,0.0,-9.74,9.25
2024-07-17 20:54:37,Order,407-7526645-1384343,SHW-5006,Amazon,17.99,0.0,-9.56,8.43
2024-07-18 02:24:40,Order,404-8830933-7977144,CAM-4005,Amazon,18.99,0.0,-3.52,15.47
2024-07-18 03:52:47,Order,402-2243834-5011540,CAM-4003,Amazon,19.99,0.0,-5.4,14.59
2024-07-18 05:26:54,Order,406-3645226-5066722,SMT-1006,Amazon,17.99,0.0,-9.56,8.43
2024-07-18 14:52:12,Order,404-5946061-6661965,SHW-5002,Amazon,18.99,0.0,-3.83,15.16
2024-07-18 19:12:39,Order,403-8629028-8661156,LPC-2006,Amazon,18.99,0.0,-3.52,15.47
2024-07-18 19:14:24,Order,406-5816647-7269946,AUD-3005,Amazon,19.99,0.0,-3.71,16.28
2024-07-19 07:01:17,Order,408-9938713-8541955,LPC-2002,Seller,15.99,0.0,-4.08,17.9
2024-07-19 07:02:39,Order,408-3099598-2949105,SMT-1004,Seller,15.99,0.0,-4.08,17.9
2024-07-19 07:03:11,Order,407-1013156-9895567,LPC-2001,Seller,15.99,0.0,-4.08,17.9
2024-07-19 07:05:21,Order,406-4459602-3383557,SHW-5002,Seller,15.99,0.0,-4.08,17.9
2024-07-19 07:05:58,Order,408-4942282-8705158,SMT-1005,Seller,16.99,0.0,-4.26,18.72
2024-07-19 07:10:51,Order,408-6616230-3304321,LPC-2002,Seller,17.99,0.0,-4.44,19.54
2024-07-19 10:48:02,Order,405-6025883-4286734,SHW-5002,Amazon,19.99,0.0,-13.920000000000002,10.06
2024-07-19 11:10:02,Order,404-8523379-3817914,AUD-3004,Seller,15.99,0.0,-3.66,16.07
2024-07-19 11:10:02,Order,404-8523379-3817914,SMT-1001,Seller,15.99,0.0,-3.66,16.08
2024-07-19 11:10:02,Order,404-8523379-3817914,LPC-2006,Seller,15.99,0.0,-3.66,16.08
2024-07-19 11:10:02,Order,404-8523379-3817914,AUD-3006,Seller,15.99,0.0,-3.66,16.08
2024-07-19 11:11:15,Order,404-6815679-9362721,CAM-4001,Seller,15.99,0.0,-4.08,17.9
2024-07-19 11:11:39,Order,403-7487296-3757933,LPC-2006,Seller,15.99,0.0,-4.08,17.9
2024-07-19 11:11:59,Order,406-4828037-4155550,AUD-3003,Seller,15.96,0.0,-4.07,17.88
2024-07-19 12:06:29,Order,402-3329657-4277159,SHW-5002,Amazon,17.99,0.0,-9.56,8.43
2024-07-19 14:34:42,Order,403-4239462-6264349,AUD-3006,Amazon,18.99,0.0,-9.74,9.25
2024-07-20 16:52:07,,406-4245284-0084300,SMT-1005,Seller,-17.99,0.0,3.55,-20.43
2024-07-20 21:34:41,Order,402-3191744-5600300,CAM-4002,Amazon,17.99,0.0,-9.56,8.43
2024-07-21 01:53:29,Order,404-9813231-2227503,SHW-5005,Amazon,18.99,0.0,-9.74,9.25
2024-07-21 11:53:21,Order,407-8654593-2647518,SMT-1003,Amazon,17.99,0.0,-9.56,8.43
2024-07-21 13:03:05,Order,404-8686092-2633147,SMT-1003,Amazon,18.99,0.0,-6.88,12.11
2024-07-22 00:38:49,Order,405-5726002-5955554,LPC-2004,Amazon,18.99,0.0,-9.74,9.25
2024-07-22 00:49:54,Order,405-9002135-2069145,AUD-3001,Amazon,17.99,0.0,-9.56,8.43
2024-07-22 09:15:19,Order,408-1623844-4533952,CAM-4005,Seller,29.99,0.0,-5.56,24.43
2024-07-22 10:16:32,Order,407-5553324-2692356,CAM-4006,Seller,15.99,0.0,-4.08,17.9
2024-07-22 10:40:51,Order,408-5621911-6635563,AUD-3004,Seller,15.99,0.0,-4.08,17.9
2024-07-22 10:42:26,Order,407-6446563-5066731,AUD-3005,Seller,14.99,0.0,-3.89,17.09
2024-07-22 10:45:14,Order,408-8235876-8501107,AUD-3002,Seller,15.99,0.0,-4.08,17.9
2024-07-22 11:20:06,,404-8523379-3817914,SHW-5001,Seller,-15.99,0.0,2.93,-16.8
2024-07-22 11:20:06,,404-8523379-3817914,AUD-3002,Seller,-15.99,0.0,2.93,-16.81
2024-07-22 11:20:06,,404-8523379-3817914,SHW-5003,Seller,-15.99,0.0,2.93,-16.81
2024-07-22 11:31:51,Order,407-8685657-8062726,CAM-4001,Seller,15.99,0.0,-4.08,17.9
2024-07-22 11:39:24,Order,405-7475457-6170764,SMT-1003,Seller,15.99,0.0,-4.08,17.9
2024-07-22 11:53:42,Order,171-5141901-2873154,SMT-1005,Seller,15.99,0.0,-4.08,17.9
2024-07-22 13:56:45,Order,408-9553092-7267561,LPC-2005,Amazon,18.99,0.0,-9.74,9.25
2024-07-23 00:55:42,Order,402-0788438-7235565,CAM-4003,Amazon,29.98,0.0,-5.56,24.42
2024-07-23 03:43:40,Order,404-8548453-3036341,SMT-1003,Amazon,18.98,0.0,-11.52,11.45
2024-07-23 07:34:30,Order,405-1025930-7994701,AUD-3003,Seller,15.99,0.0,-4.08,17.9
2024-07-23 07:40:54,Order,402-9635455-0961153,AUD-3003,Seller,15.99,0.0,-4.08,17.9
2024-07-23 07:47:36,Order,404-3204712-6521960,CAM-4004,Seller,15.99,0.0,-4.08,17.9
2024-07-23 07:48:57,Order,405-5695216-9521139,AUD-3005,Seller,15.99,0.0,-4.08,17.9
2024-07-23 07:58:16,Order,405-0176469-7934720,LPC-2006,Amazon,18.99,0.0,-9.74,9.25
2024-07-23 15:09:24,Order,404-9706031-3585924,SMT-1005,Seller,15.99,0.0,-4.08,17.9
2024-07-23 23:33:55,Order,404-6863644-2257152,SHW-5005,Amazon,19.99,0.0,-9.93,10.06
2024-07-24 05:02:15,Order,404-6579505-0116331,SHW-5003,Amazon,17.99,0.0,-9.56,8.43
2024-07-24 10:23:44,Order,408-1130454-7641960,SHW-5001,Amazon,17.99,0.0,-9.56,8.43
2024-07-24 13:04:52,Order,403-6585366-0290750,AUD-3006,Seller,17.99,0.0,-4.44,19.54
2024-07-24 13:35:03,Order,406-4844480-3867541,CAM-4003,Seller,17.99,0.0,-4.44,19.54
2024-07-24 13:40:36,Order,403-0913882-1445152,CAM-4001,Seller,14.99,0.0,-3.89,17.09
2024-07-24 18:56:20,Order,402-7994371-0211507,SMT-1006,Amazon,19.68,0.0,-8.94,10.74
2024-07-24 19:16:02,Order,402-4634900-1187517,SHW-5001,Amazon,17.99,0.0,-5.0,12.99
2024-07-24 19:22:55,Order,171-8321770-9278723,SMT-1005,Amazon,18.99,0.0,-6.88,12.11
2024-07-25 06:06:19,Order,404-7886972-2981141,AUD-3002,Seller,15.99,0.0,-4.08,17.9
2024-07-25 08:23:09,Order,171-7311440-6385932,AUD-3005,Seller,15.99,0.0,-4.08,17.9
2024-07-25 08:37:26,Order,407-6858356-6903546,SHW-5006,Seller,15.99,0.0,-4.08,17.9
2024-07-25 08:39:06,Order,171-6276484-8213115,SHW-5004,Seller,15.99,0.0,-4.08,17.9
2024-07-25 10:16:52,Order,403-9522295-6825963,SMT-1002,Seller,17.99,0.0,-4.17,18.32
2024-07-25 10:16:52,Order,403-9522295-6825963,SHW-5003,Seller,17.99,0.0,-4.17,18.31
2024-07-25 14:58:49,Order,406-6867821-5669906,SMT-1004,Amazon,17.99,0.0,-9.56,8.43
2024-07-25 18:44:20,Order,408-5039199-5552348,AUD-3005,Amazon,19.99,0.0,-9.93,10.06
2024-07-25 19:09:43,Order,171-3948407-8558737,SMT-1005,Amazon,18.99,0.0,-9.74,9.25
2024-07-25 21:00:28,Order,171-8736162-9989122,LPC-2004,Amazon,17.99,0.0,-9.56,8.43
2024-07-26 08:49:08,Order,403-5001856-6861901,SMT-1006,Seller,29.99,0.0,-5.56,24.43
2024-07-27 02:05:07,Order,404-5145832-1479516,SMT-1006,Amazon,17.99,0.0,-9.56,8.43
2024-07-27 13:03:36,,404-8686092-2633147,LPC-2005,Amazon,-18.99,0.0,2.81,-16.18
2024-07-27 20:42:47,Order,408-2364483-4830716,SHW-5006,Amazon,17.99,0.0,-7.35,10.64
2024-07-28 18:43:53,Order,407-4048345-5993950,CAM-4005,Amazon,18.99,0.0,-9.74,9.25
2024-07-28 18:43:53,Order,407-4048345-5993950,LPC-2002,Amazon,18.99,0.0,-3.52,15.47
2024-07-29 00:00:10,Order,406-8529777-4768314,LPC-2006,Amazon,19.99,0.0,-9.93,10.06
2024-07-29 02:24:51,Order,404-6675916-5941904,AUD-3005,Amazon,18.99,0.0,-6.88,12.11
2024-07-29 02:30:06,Order,405-8187549-7758727,SHW-5005,Amazon,18.99,0.0,-13.24,9.25
2024-07-29 07:36:04,Order,406-4889221-3785149,LPC-2004,Seller,31.98,0.0,-7.78,68.38
2024-07-29 08:09:38,Order,403-1776333-6623540,SHW-5004,Seller,14.99,0.0,-3.89,17.09
2024-07-29 08:15:40,Order,171-1725503-5873101,SMT-1003,Seller,15.99,0.0,-4.26,18.72
2024-07-29 08:35:51,Order,171-1938275-7357947,LPC-2003,Seller,16.99,0.0,-4.44,19.54
2024-07-29 08:37:09,Order,408-2884484-7869104,LPC-2001,Seller,17.99,0.0,-4.44,19.54
2024-07-29 08:43:21,Order,407-7921594-7015566,CAM-4003,Seller,15.99,0.0,-4.08,17.9
2024-07-29 08:49:49,Order,406-4971765-0811529,AUD-3006,Seller,15.99,0.0,-4.26,18.72
2024-07-29 08:56:34,Order,404-0514160-4969139,LPC-2003,Seller,15.99,0.0,-4.26,18.72
2024-07-29 09:49:10,Order,402-5068497-9464355,SMT-1005,Seller,13.99,0.0,-3.71,16.27
2024-07-29 09:50:47,Order,403-1133974-4431533,CAM-4003,Seller,15.99,0.0,-4.08,17.9
2024-07-29 09:50:50,Order,171-3923100-8601114,LPC-2004,Seller,14.99,0.0,-3.89,17.09
2024-07-29 12:01:23,Order,407-1952589-8537944,CAM-4002,Seller,15.99,0.0,-4.26,18.72
2024-07-29 15:02:01,Order,171-6974827-9819504,AUD-3006,Amazon,18.99,0.0,-4.59,14.4
2024-07-30 03:56:17,Order,408-4006108-8241157,SMT-1003,Amazon,18.99,0.0,-16.73,9.25
2024-07-30 07:07:03,Order,408-5082069-2449148,AUD-3005,Seller,15.99,0.0,-4.26,18.72
2024-07-30 07:10:28,Order,404-4198171-7383559,CAM-4003,Seller,15.99,0.0,-4.26,18.72
2024-07-30 07:12:54,Order,404-0465919-4023506,SMT-1006,Seller,15.99,0.0,-4.08,17.9
2024-07-30 07:23:11,Order,407-9360662-7391527,CAM-4001,Seller,15.99,0.0,-4.08,17.9
2024-07-30 07:29:07,Order,402-1856173-1947556,CAM-4001,Seller,17.99,0.0,-4.44,19.54
2024-07-30 07:38:47,Order,406-7739110-7889941,SMT-1005,Seller,15.99,0.0,-4.08,17.9
2024-07-30 07:53:06,Order,403-8260115-7041142,SMT-1006,Seller,17.99,0.0,-4.64,20.34
2024-07-30 08:14:00,Order,407-1510874-7232309,CAM-4004,Seller,15.99,0.0,-3.88,17.11
2024-07-30 08:14:00,Order,407-1510874-7232309,CAM-4002,Seller,15.99,0.0,-3.88,17.1
2024-07-31 01:25:52,Order,406-0457056-0826713,CAM-4006,Amazon,32.99,0.0,-10.11,26.87
2024-07-31 04:04:17,Order,171-5341209-4356316,SHW-5005,Amazon,18.99,0.0,-9.74,9.25
2024-07-31 08:20:56,Order,407-3637192-4493141,CAM-4002,Seller,15.99,0.0,-4.26,18.72
2024-07-31 11:15:37,Order,402-7872996-2762738,LPC-2005,Amazon,18.99,0.0,-6.88,12.11
2024-07-31 17:08:09,Order,404-9045170-1593101,SHW-5003,Amazon,16.99,0.0,-9.38,7.61
2024-07-31 17:09:01,Order,406-8512057-4798740,SHW-5006,Amazon,18.99,0.0,-9.74,9.25
2024-07-31 22:12:49,Order,406-3860088-6273121,CAM-4001,Amazon,18.99,0.0,-9.74,9.25
2024-08-01 13:00:57,Order,402-3202510-1461107,SMT-1002,Seller,14.99,0.0,-4.08,17.9
2024-08-01 15:21:24,Order,404-6957176-3004317,SHW-5003,Amazon,16.99,0.0,-9.38,7.61
2024-08-02 07:43:32,Order,406-8425175-1185169,SHW-5004,Amazon,18.99,0.0,-6.88,12.11
2024-08-02 09:00:36,Order,407-9421827-4465157,SMT-1001,Seller,19.99,0.0,-4.54,19.95
2024-08-02 09:00:36,Order,407-9421827-4465157,SMT-1003,Seller,15.99,0.0,-3.79,16.69
2024-08-02 10:00:33,Order,408-9812265-5014717,SMT-1002,Seller,15.99,0.0,-4.08,17.9
2024-08-02 10:02:47,Order,408-9306736-3574751,CAM-4003,Seller,15.99,0.0,-4.08,17.9
2024-08-02 10:03:00,Order,406-6114034-1627530,SHW-5001,Seller,15.99,0.0,-4.26,18.72
2024-08-02 11:45:05,Order,403-7277201-1289915,CAM-4001,Seller,17.99,0.0,-4.44,19.54
2024-08-02 11:58:05,Order,171-3799933-8724365,LPC-2003,Seller,15.99,0.0,-4.08,17.9
2024-08-02 12:19:51,Order,405-0201858-1176321,CAM-4003,Seller,31.98,0.0,-7.78,68.38
2024-08-02 12:54:05,,171-6974827-9819504,LPC-2001,Amazon,-18.99,0.0,2.81,-16.18
2024-08-02 16:01:44,Order,405-2082417-9026752,SHW-5001,Seller,16.99,0.0,-4.26,18.72
2024-08-02 16:02:31,Order,171-3088796-2058724,CAM-4001,Seller,16.99,0.0,-4.44,19.54
2024-08-02 16:02:58,Order,402-7778681-3817925,AUD-3002,Seller,14.99,0.0,-4.08,17.9
2024-08-02 16:02:58,Order,171-4526151-0081129,CAM-4002,Seller,14.99,0.0,-4.08,17.9
2024-08-02 16:27:22,Order,405-3795891-8193912,CAM-4003,Amazon,18.99,0.0,-3.52,15.47
2024-08-02 22:03:10,Order,405-0200805-5913117,SMT-1001,Amazon,17.99,0.0,-3.34,14.65
2024-08-03 01:26:02,Order,403-7981825-0705122,AUD-3004,Amazon,18.98,0.0,-3.52,15.46
2024-08-03 02:40:57,Order,405-7730160-5033121,SHW-5005,Amazon,33.98,0.0,-10.56,46.84
2024-08-03 10:02:46,Order,406-2967392-6438708,CAM-4003,Amazon,18.99,0.0,-3.52,15.47
2024-08-03 10:19:56,,406-0457056-0826713,AUD-3006,Amazon,-32.99,0.0,8.89,-28.09
2024-08-03 11:20:17,Order,171-4907672-6408353,LPC-2004,Amazon,19.99,0.0,-4.91,15.08
2024-08-03 11:46:58,Order,171-6698825-6767508,CAM-4003,Amazon,18.99,0.0,-3.52,15.47
2024-08-03 16:35:58,Order,171-9633810-5868322,LPC-2004,Amazon,18.99,0.0,-3.52,15.47
2024-08-03 21:50:14,Order,171-2509319-3771540,AUD-3004,Amazon,18.99,0.0,-3.52,15.47
2024-08-04 02:03:42,Order,406-6225514-4717926,LPC-2002,Amazon,32.99,0.0,-6.12,26.87
2024-08-04 13:57:40,,406-9569173-4233955,SHW-5002,Seller,-19.99,0.0,3.85,-22.13
2024-08-04 13:57:43,,404-0349191-8181123,SHW-5002,Seller,-15.99,0.0,3.26,-18.72
2024-08-04 17:11:18,Order,407-6240584-2935549,CAM-4004,Amazon,18.99,0.0,-3.52,15.47
2024-08-05 02:36:05,Order,171-1536699-7822728,AUD-3001,Amazon,18.99,0.0,-3.52,15.47
2024-08-05 07:22:35,Order,171-5730835-4005963,LPC-2004,Amazon,18.99,0.0,-3.52,15.47
2024-08-05 08:12:16,Order,405-3536176-8635548,AUD-3003,Seller,14.99,0.0,-4.08,17.9
2024-08-05 08:16:20,Order,406-5925099-4385925,SMT-1003,Seller,17.99,0.0,-4.44,19.54
2024-08-05 08:16:50,Order,403-9846587-7041164,CAM-4005,Seller,14.99,0.0,-4.08,17.9
2024-08-05 08:16:54,Order,407-9564438-2653168,SMT-1002,Seller,14.99,0.0,-4.08,17.9
2024-08-05 08:18:13,Order,406-9284263-5705108,SMT-1006,Seller,14.99,0.0,-4.08,17.9
2024-08-05 08:18:45,Order,403-0439133-9758762,AUD-3003,Seller,14.99,0.0,-4.08,17.9
2024-08-05 08:18:56,Order,171-9281092-9544337,AUD-3002,Seller,16.99,0.0,-4.44,19.54
2024-08-05 10:03:54,Order,405-9829085-3918750,AUD-3004,Seller,15.99,0.0,-4.08,17.9
2024-08-05 10:08:44,Order,402-8898155-8898744,AUD-3003,Seller,14.99,0.0,-4.08,17.9
2024-08-05 10:15:43,Order,404-7772619-3121963,LPC-2001,Seller,15.99,0.0,-4.08,17.9
2024-08-05 10:17:44,Order,408-9974521-6352349,LPC-2005,Seller,15.99,0.0,-4.08,17.9
2024-08-05 10:25:57,Order,402-7162609-0489158,CAM-4002,Seller,16.99,0.0,-4.44,19.54
2024-08-05 10:27:48,Order,405-9728739-1324336,SMT-1005,Seller,17.99,0.0,-4.44,19.54
2024-08-05 10:28:32,Order,405-4565250-5716305,LPC-2005,Seller,15.99,0.0,-4.08,17.9
2024-08-05 10:32:53,Order,403-9643503-5662718,SHW-5004,Seller,14.99,0.0,-4.08,17.9
2024-08-05 10:33:44,Order,408-1821721-3078738,CAM-4005,Seller,16.99,0.0,-4.44,19.54
2024-08-05 10:41:39,Order,402-2170392-6433928,LPC-2005,Seller,16.99,0.0,-4.44,19.54
2024-08-05 15:01:42,Order,405-3455653-5901110,CAM-4006,Amazon,18.99,0.0,-5.51,15.47
2024-08-05 15:13:31,Order,171-1769527-5316328,SHW-5004,Seller,19.99,0.0,-3.71,16.28
2024-08-05 19:09:26,Order,407-8315129-9227547,LPC-2006,Amazon,19.68,0.0,-3.65,16.03
2024-08-05 19:10:15,Order,404-7796164-5074708,AUD-3001,Amazon,18.99,0.0,-3.52,15.47
2024-08-06 07:30:59,Order,404-4755345-2037111,SMT-1005,Seller,15.99,0.0,-4.08,17.9
2024-08-06 07:40:03,Order,406-1788088-4752328,SHW-5001,Seller,17.99,0.0,-4.44,19.54
2024-08-06 10:02:06,Order,402-1919206-4066710,LPC-2006,Seller,15.99,0.0,-4.08,17.9
2024-08-06 10:03:19,Order,403-9077636-7057101,AUD-3005,Seller,14.99,0.0,-4.08,17.9
2024-08-06 10:03:53,Order,402-7600715-2959566,AUD-3006,Seller,14.99,0.0,-4.08,17.9
2024-08-06 11:15:29,Order,404-0371446-9233114,SMT-1004,Amazon,29.98,0.0,-6.88,23.1
2024-08-06 11:18:54,Order,406-9840706-2643540,LPC-2005,Amazon,19.99,0.0,-6.7,16.28
2024-08-06 11:19:10,Order,403-1903332-2277153,LPC-2002,Amazon,14.99,0.0,-2.78,12.21
2024-08-06 11:36:43,Order,405-3773219-6200348,AUD-3003,Amazon,16.99,0.0,-5.33,11.66
2024-08-06 11:36:43,Order,405-3773219-6200348,SMT-1004,Amazon,16.99,0.0,-9.38,7.61
2024-08-06 14:34:29,Order,404-6617445-6161963,LPC-2003,Amazon,14.99,0.0,-3.98,11.01
2024-08-06 16:01:17,Order,405-7423647-1252308,AUD-3003,Amazon,18.99,0.0,-6.34,12.65
2024-08-06 16:23:50,Order,405-2036840-7433903,LPC-2002,Amazon,14.99,0.0,-4.02,10.97
2024-08-06 18:21:27,Order,171-8284229-2903500,SMT-1005,Seller,17.99,0.0,-4.44,19.54
